"qa-api-testrun-policy","03/25/2022 at 03:45:27 (GMT-0700)"
"peoplereign.io","5205 Prospect Dr. 135-381",,"San Jose","California","United States of America","95129"
"Prem Kasha","peper6pk","Manager"
SUMMARY
Policy Title,Policy Locking,Policy Modified,Policy Last Evaluated,Asset Groups,IPs,Asset Tags,Host Instance,PC Agent IPs,Technologies,Controls,Assets,Control Instances,Passed,Failures,Error,Approved Exceptions,Pending Exceptions
"CIS Benchmark for Red Hat Enterprise Linux 7, v3.1.1 [Automated and Manual, Level 1 and Level 2] v.4.0","Locked - CIS Certified Policy","03/18/2022 at 10:05:03 (GMT-0700)","03/25/2022 at 03:25:03 (GMT-0700)",,"N/A",,"10.10.50.6 (os)","No","Red Hat Enterprise Linux 7.x","458","1","458","378 (82.53%)","80 (17.47%)","0","0","0"
HOST STATISTICS
IP Address,Tracking Method,DNS Name,Netbios Name,Operating System,Last Scan Date,Percentage,Qualys Host ID,Host ID
"10.10.50.6","AGENT","audit-test.home.private","'-","Red Hat Enterprise Linux Server 7.9","03/25/2022 at 01:09:43 (GMT-0700)","82.53% (378 of 458)","726bdae6-9d4e-481d-bc57-5fffd87b0157","1393891"
ASSET TAGS
"10.10.50.6","Cloud Agent","Corp"
RESULTS
Host IP,DNS Hostname,NetBIOS Hostname,Tracking Method,Operating System,NETWORK,Last Scan Date,Evaluation Date,Control ID,Technology,Control,Criticality Label,Criticality Value,Rationale,Status,Remediation,Deprecated,Evidence,Exception Assignee,Exception Status,Exception End Date,Exception Creator,Exception Created Date,Exception Modifier,Exception Modified Date,Exception Comments History,Qualys Host ID
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","5963","Red Hat Enterprise Linux 7.x","Status of the current setting for 'net.ipv4.ip_forward' network parameter","CRITICAL","4","The 'net.ipv4.ip_forward' network parameter is responsible for routing behavior/packet forwarding in hosts.  If a host is not being used as a firewall or gateway to pass network traffic and the 'ip_forward' parameter is not disabled, this will permit the host to forward unauthorized traffic, so this value should be set according to the needs of the business.","Failed",,"0","The following Integer value <b>X</b> indicates the current status of the <b>net.ipv4.ip_forward</b> network parameter on the host.

======Expected Value(s)======
equal to
0

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
1

======Extended Evidence======:
Row 1:net.ipv4.ip_forward = 1",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","12787","Red Hat Enterprise Linux 7.x","Status of the 'net.ipv4.ip_forward' network parameter configured under '/etc/sysctl.d/', '/run/sysctl.d/' or '/usr/lib/sysctl.d/' directories","CRITICAL","4","The 'net.ipv4.ip_forward' network parameter enables/disables IP packet forwarding on the host. IP forwarding is used in cases if the host is used as a firewall, gateway, VPN server or a dial in server to pass network traffic. It is recommended to keep IP forwarding disabled if not required as the host can be targeted by malicious users to forward unauthorized traffic. Thus, the net.ipv4.ip_forward parameter should be configured in accordance of business needs and organization's security policies.","Passed",,"0","The following List String value(s) <b>x</b> indicates the current status of <b>net.ipv4.ip_forward</b> setting configured for sysctl on the host. This includes all the <b>.conf</b> files under <b>/etc/sysctl.d/, /run/sysctl.d/ and /usr/lib/sysctl.d/</b> directories. The return value consists of filename, setting name and value set for the setting.

======Expected Value(s)======

Setting Not Found
------------ OR ------------
matches regular expression list
^[^:]+:\s*net.ipv4.ip_forward\s*=\s*0\s*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
/etc/sysctl.d/99-sysctl.conf:net.ipv4.ip_forward = 0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","9834","Red Hat Enterprise Linux 7.x","Status of the the 'net.ipv6.conf.all.forwarding' network parameter setting on the host","MEDIUM","2","The 'net.ipv6.conf.all.forwarding' parameter setting is used to enable IP forwarding on a IPv6 network. It allows the routing of IP packets between two interfaces on the same system.  As this enables a process that is specific to a router and has several accompanying security risks involved when enabling this option on a device that is not a router, this parameter should be restricted appropriately and configured according to the needs of the business. NOTE :  It works with all the interface-specific settings.","Passed",,"0","This following Integer value of <b>X</b> indicates the status of the network parameter <b>net.ipv6.conf.all.forwarding</b> on the host.

======Expected Value(s)======
equal to
0

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
0

======Extended Evidence======:
Row 1:net.ipv6.conf.all.forwarding = 0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","12680","Red Hat Enterprise Linux 7.x","Status of the 'net.ipv6.conf.all.forwarding' setting in /etc/sysctl.conf configuration file","SERIOUS","3","The 'net.ipv6.conf.all.forwarding' parameter setting is used to enable IP forwarding on a IPv6 network. It allows the routing of IP packets between two interfaces on the same system.  As this enables a process that is specific to a router and has several accompanying security risks involved when enabling this option on a device that is not a router, this parameter should be restricted appropriately and configured according to the needs of the business. NOTE:  It works with all the interface-specific settings.","Passed",,"0","The following Integer value of <b>X</b> indicates the current status of <b>net.ipv6.conf.all.forwarding</b> setting defined in the '/etc/sysctl.conf' file on the host.

======Expected Value(s)======

Setting not found
------------ OR ------------
File Not Found
------------ OR ------------
equal to
0

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
Setting not found

======Extended Evidence======:
Row 1:File name,Setting,Value
Row 2:/etc/sysctl.conf,net.ipv6.conf.all.forwarding,",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","14393","Red Hat Enterprise Linux 7.x","Status of the 'net.ipv6.conf.all.forwarding' network parameter configured in any configuration file under '/etc/sysctl.d/', '/run/sysctl.d/' or '/usr/lib/sysctl.d/' directories","SERIOUS","3","The 'net.ipv6.conf.all.forwarding' parameter setting is used to enable IP forwarding on an IPv6 network for all existing interfaces on the host. It allows the routing of IP packets between two interfaces on the same system. This enables a process that is specific to a router and has several accompanying security risks involved when enabling this option on a device that is not a router. Thus, this parameter should be configured according to the business needs and the organization's security policies.","Passed",,"0","The following List String value(s) <b>X</b> indicates the status of <b>'net.ipv6.conf.all.forwarding'</b> network parameter within the <b>/etc/sysctl.d/*.conf</b>, <b>/run/sysctl.d/*.conf</b> and <b>/usr/lib/sysctl.d/*.conf</b> files.

======Expected Value(s)======

Setting Not Found
------------ OR ------------
matches regular expression list
^[^:]+:\s*net.ipv6.conf.all.forwarding\s*=\s*0\s*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
Setting Not Found",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","1779","Red Hat Enterprise Linux 7.x","Status of the 'net.ipv4.conf.all.send_redirects' setting within the '/etc/sysctl.conf' file","CRITICAL","4","The 'net.ipv4.conf.all.send_redirects' network parameter (/etc/sysctl.conf) allows ICMP routing redirection.  If the system is not going to be used as a firewall or gateway to pass network traffic, and this parameter is not disabled, malicious users may attempt to spoof source addresses or redirect traffic to a host with a network sniffer, so this value should be set according to the needs of the business.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current status of the <b>net.ipv4.conf.all.send_redirects</b> setting defined within the <b>/etc/sysctl.conf</b> file.

======Expected Value(s)======

Setting not found
------------ OR ------------
File not found
------------ OR ------------
matches regular expression list
^\s*0\s*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
0

======Extended Evidence======:
Row 1:File name,Setting,Value
Row 2:/etc/sysctl.conf,net.ipv4.conf.all.send_redirects,0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","5965","Red Hat Enterprise Linux 7.x","Status of the current setting for 'net.ipv4.conf.all.send_redirects' parameter","CRITICAL","4","The 'net.ipv4.conf.all.send_redirects' is a network setting within the '/etc/sysctl.conf' file that allows redirection of packets to paths shorter than the originally specified route.  As malicious users can attempt to use ICMP redirect packets to change the routing table on the host and redirect traffic to unauthorized destinations, this capability should be set according to the needs of the business.","Passed",,"0","The following Integer value <b>X</b> indicates the current status of the <b>net.ipv4.conf.all.send_redirects</b> network parameter on the host.

======Expected Value(s)======
equal to
0

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
0

======Extended Evidence======:
Row 1:net.ipv4.conf.all.send_redirects = 0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","12788","Red Hat Enterprise Linux 7.x","Status of the 'net.ipv4.conf.all.send_redirects' network parameter configured under '/etc/sysctl.d/', '/run/sysctl.d/' or '/usr/lib/sysctl.d/' directories","CRITICAL","4","The 'net.ipv4.conf.all.send_redirects' parameter enables/disables all existing interfaces on the host to send out IPv4 ICMP redirects to other hosts. ICMP redirects are used to notify hosts about better routes to the destination. Malicious users can attempt to use ICMP redirect packets to change the routing table on other host and redirect traffic to unauthorized destinations. If the hosts is not used as a router, it is recommended to disable the feature. Thus, the net.ipv4.conf.all.send_redirects parameter should be configured in accordance of business needs and organization's security policies.","Passed",,"0","The following List String value(s) <b>x</b> indicates the current status of <b>net.ipv4.conf.all.send_redirects</b> setting configured for sysctl on the host. This includes all the <b>.conf</b> files under <b>/etc/sysctl.d/, /run/sysctl.d/ and /usr/lib/sysctl.d/</b> directories. The return value consists of filename, setting name and value set for the setting.

======Expected Value(s)======

Setting Not Found
------------ OR ------------
matches regular expression list
^[^:]+:\s*net.ipv4.conf.all.send_redirects\s*=\s*0\s*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
/etc/sysctl.d/99-sysctl.conf:net.ipv4.conf.all.send_redirects = 0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","1780","Red Hat Enterprise Linux 7.x","Status of the 'net.ipv4.conf.default.send_redirects' setting within the '/etc/sysctl.conf' file","CRITICAL","4","The 'net.ipv4.conf.default.send_redirects' parameter allows/disallows remote ICMP routing redirects to be implemented on the local host.  If the system  is not going to be used as a firewall or gateway and this setting is not disabled, malicious users may attempt redirection of traffic through a gateway or host that has a sniffer intercepting the traffic, so this value should be set according to the needs of the business.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current status of the <b>net.ipv4.conf.default.send_redirects</b> setting defined within the <b>/etc/sysctl.conf</b> file.

======Expected Value(s)======

Setting not found
------------ OR ------------
File not found
------------ OR ------------
matches regular expression list
^\s*0\s*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
0

======Extended Evidence======:
Row 1:File name,Setting,Value
Row 2:/etc/sysctl.conf,net.ipv4.conf.default.send_redirects,0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","5964","Red Hat Enterprise Linux 7.x","Status of the current setting for 'net.ipv4.conf.default.send_redirects' network parameter","CRITICAL","4","The 'net.ipv4.conf.default.send_redirects' parameter allows or disallows remote ICMP routing redirects on the local host.  If the system  is not going to be used as a firewall or gateway and this setting is not disabled, malicious users may attempt redirection of traffic through a gateway or host that has a sniffer intercepting the traffic, so this value should be set according to the needs of the business.","Passed",,"0","The following Integer value <b>X</b> indicates the current status of the <b>net.ipv4.conf.default.send_redirects</b> setting on the host.

======Expected Value(s)======
equal to
0

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
0

======Extended Evidence======:
Row 1:net.ipv4.conf.default.send_redirects = 0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","12789","Red Hat Enterprise Linux 7.x","Status of the 'net.ipv4.conf.default.send_redirects' network parameter configured under '/etc/sysctl.d/', '/run/sysctl.d/' or '/usr/lib/sysctl.d/' directories","CRITICAL","4","The 'net.ipv4.conf.default.send_redirects' parameter enables/disables all future interfaces that will be added on the host to send out IPv4 ICMP redirects to other hosts. ICMP redirects are used to notify hosts about better routes to the destination. Malicious users can attempt to use ICMP redirect packets to change the routing table on other host and redirect traffic to unauthorized destinations. If the hosts is not used as a router, it is recommended to disable the feature. Thus, the net.ipv4.conf.default.send_redirects parameter should be configured in accordance of business needs and organization's security policies.","Passed",,"0","The following List String value(s) <b>x</b> indicates the current status of <b>net.ipv4.conf.default.send_redirects</b> setting configured for sysctl on the host. This includes all the <b>.conf</b> files under <b>/etc/sysctl.d/, /run/sysctl.d/ and /usr/lib/sysctl.d/</b> directories. The return value consists of filename, setting name and value set for the setting.

======Expected Value(s)======

Setting Not Found
------------ OR ------------
matches regular expression list
^[^:]+:\s*net.ipv4.conf.default.send_redirects\s*=\s*0\s*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
/etc/sysctl.d/99-sysctl.conf:net.ipv4.conf.default.send_redirects = 0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","1774","Red Hat Enterprise Linux 7.x","Status of the 'net.ipv4.conf.all.accept_source_route' setting within the '/etc/sysctl.conf' file","CRITICAL","4","The 'accept source route (/etc/sysctl.conf)' setting allows a packet with encapsulated ICMP routing information (that may differ from the routes already specified on the host) to be acted upon.  If not disabled, invalid/spoofed source routes can lead to a DoS or redirection of traffic through a 'man-in-the-middle' host, where a malicious user can attempt login replay attacks and/or other exploits, so this value should be set according to the needs of the business.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current status of the <b>net.ipv4.conf.all.accept_source_route</b> parameters set within <b>/etc/sysctl.conf</b> file.

======Expected Value(s)======

Setting not found
------------ OR ------------
File not found
------------ OR ------------
matches regular expression list
^\s*0\s*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
0

======Extended Evidence======:
Row 1:File name,Setting,Value
Row 2:/etc/sysctl.conf,net.ipv4.conf.all.accept_source_route,0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","1768","Red Hat Enterprise Linux 7.x","Status of the 'all.accept_redirects' setting within the '/etc/sysctl.conf' file","CRITICAL","4","The 'net.ipv4.conf.all.accept_redirects' (in /etc/sysctl.conf) function determines whether or not the host will accept redirects to gateways not listed in the host's configuration file.  As not setting this appropriately could permit malicious users to spoof a source address and force a packet redirect through an invalid gateway or a 'man-in-the-middle' host with a traffic sniffer, this value should be set according to the needs of the business.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current status of the <b>net.ipv4.conf.all.accept_redirects</b> setting defined within the <b>/etc/sysctl.conf</b> file.

======Expected Value(s)======

Setting not found
------------ OR ------------
File not found
------------ OR ------------
matches regular expression list
^\s*0\s*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
0

======Extended Evidence======:
Row 1:File name,Setting,Value
Row 2:/etc/sysctl.conf,net.ipv4.conf.all.accept_redirects,0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","5936","Red Hat Enterprise Linux 7.x","Status of the current setting for 'net.ipv4.conf.all.accept_source_route' network parameter","CRITICAL","4","The 'net.ipv4.conf.all.accept_source_route' setting allows a packet with encapsulated ICMP routing information (that may differ from the routes already specified on the host) to be acted upon.  If not disabled, invalid/spoofed source routes can lead to a DoS or redirection of traffic through a 'man-in-the-middle' host, where a malicious user can attempt login replay attacks and/or other exploits, so this value should be set according to the needs of the business.","Passed",,"0","The following Integer value <b>X</b> indicates the current status of the <b>net.ipv4.conf.all.accept_source_route</b> setting on the host.

======Expected Value(s)======
equal to
0

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
0

======Extended Evidence======:
Row 1:net.ipv4.conf.all.accept_source_route = 0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","5956","Red Hat Enterprise Linux 7.x","Status of the current setting for 'net.ipv4.conf.all.accept_redirects' network parameter","CRITICAL","4","The 'net.ipv4.conf.all.accept_redirects' (in /etc/sysctl.conf) function determines whether or not the host will accept redirects to gateways not listed in the host's configuration file.  As not setting this appropriately could permit malicious users to spoof a source address and force a packet redirect through an invalid gateway or a 'man-in-the-middle' host with a traffic sniffer, this value should be set according to the needs of the business.","Passed",,"0","The following Integer value <b>X</b> indicates the current <b>net.ipv4.conf.all.accept_redirects</b> setting on the host.

======Expected Value(s)======
equal to
0

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
0

======Extended Evidence======:
Row 1:net.ipv4.conf.all.accept_redirects = 0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","12792","Red Hat Enterprise Linux 7.x","Status of the 'net.ipv4.conf.all.accept_redirects' network parameter configured under '/etc/sysctl.d/', '/run/sysctl.d/' or '/usr/lib/sysctl.d/' directories","CRITICAL","4","The 'net.ipv4.conf.all.accept_redirects' parameter controls the acceptance of IPv4 ICMP redirects for all existing interfaces on the host. ICMP redirects are used to notify hosts about better routes to the destination. ICMP redirection can be exploited by attackers to launch Man-in-the-middle attacks or DOS attacks by forging ICMP redirect message and redirecting the host towards unauthorized destinations. Thus, the net.ipv4.conf.all.accept_redirects parameter should be configured in accordance of business needs and organization's security policies.","Passed",,"0","The following List String value(s) <b>x</b> indicates the current status of <b>net.ipv4.conf.all.accept_redirects</b> setting configured for sysctl on the host. This includes all the <b>.conf</b> files under <b>/etc/sysctl.d/, /run/sysctl.d/ and /usr/lib/sysctl.d/</b> directories. The return value consists of filename, setting name and value set for the setting.

======Expected Value(s)======

Setting Not Found
------------ OR ------------
matches regular expression list
^[^:]+:\s*net.ipv4.conf.all.accept_redirects\s*=\s*0\s*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
/etc/sysctl.d/99-sysctl.conf:net.ipv4.conf.all.accept_redirects = 0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","1769","Red Hat Enterprise Linux 7.x","Status of the 'default.accept_redirects' setting within the '/etc/sysctl.conf' file","CRITICAL","4","The 'net.ipv4.conf.default.accept_redirects' parameter (/etc/sysctl.conf) allows packets to be redirected through different gateways to reach their final destination. As disabling this prevents the host from accepting ICMP Redirect messages, which can forward traffic to non-existent gateways or through a host with a traffic sniffer, this value should be set according to the needs of the business.","Passed",,"0","The following List String value(s) <b>X</b> indicate the current status of the <b>net.ipv4.conf.default.accept_redirects</b> parameters set within <b>/etc/sysctl.conf</b> file.

======Expected Value(s)======

File not found
------------ OR ------------
matches regular expression list
^\s*0\s*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
0

======Extended Evidence======:
Row 1:File name,Setting,Value
Row 2:/etc/sysctl.conf,net.ipv4.conf.default.accept_redirects,0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","5960","Red Hat Enterprise Linux 7.x","Status of the current setting for 'net.ipv4.conf.default.accept_redirects' network parameter","CRITICAL","4","The 'net.ipv4.conf.default.accept_redirects' parameter (/etc/sysctl.conf) allows packets to be redirected through different gateways to reach their final destination. As disabling this prevents the host from accepting ICMP Redirect messages, which can forward traffic to non-existent gateways or through a host with a traffic sniffer, this value should be set according to the needs of the business. '0' disables this parameter and '1' enables this parameter.","Passed",,"0","The following Integer value <b>X</b> indicates the current <b>net.ipv4.conf.default.accept_redirects</b> setting on the host.

======Expected Value(s)======
equal to
0

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
0

======Extended Evidence======:
Row 1:net.ipv4.conf.default.accept_redirects = 0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","12793","Red Hat Enterprise Linux 7.x","Status of the 'net.ipv4.conf.default.accept_redirects' network parameter configured under '/etc/sysctl.d/', '/run/sysctl.d/' or '/usr/lib/sysctl.d/' directories","CRITICAL","4","The 'net.ipnet.ipv4.conf.default.accept_redirects' parameter controls the acceptance of IPv4 ICMP redirects for all future interfaces that will be added the on the host. ICMP redirects are used to notify hosts about better routes to the destination. ICMP redirection can be exploited by attackers to launch Man-in-the-middle attacks or DOS attacks by forging ICMP redirect message and redirecting the host towards unauthorized destinations. Thus, the net.ipv4.conf.default.accept_redirects parameter should be configured in accordance of business needs and organization's security policies.","Passed",,"0","The following List String value(s) <b>x</b> indicates the current status of <b>net.ipv4.conf.default.accept_redirects</b> setting configured for sysctl on the host. This includes all the <b>.conf</b> files under <b>/etc/sysctl.d/, /run/sysctl.d/ and /usr/lib/sysctl.d/</b> directories. The return value consists of filename, setting name and value set for the setting.

======Expected Value(s)======

Setting Not Found
------------ OR ------------
matches regular expression list
^[^:]+:\s*net.ipv4.conf.default.accept_redirects\s*=\s*0\s*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
/etc/sysctl.d/99-sysctl.conf:net.ipv4.conf.default.accept_redirects = 0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","7505","Red Hat Enterprise Linux 7.x","Status of the 'net.ipv6.conf.all.accept_redirects' network parameter on the host","MEDIUM","2","The 'net.ipv6.conf.all.accept_redirects' network parameter accepts all ICMP redirects of network traffic.  As there are several well known spoofing, cache poisoning, and man-in-the-middle exploits, the configuration of the 'net.ipv6.conf.all.accept_redirects' network parameter should be done according to the needs of the business.","Passed",,"0","The following Integer value <B>X</B> indicates the current status of the <B>net.ipv6.conf.all.accept_redirects</B> network parameter on the host.

======Expected Value(s)======
equal to
0

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
0

======Extended Evidence======:
Row 1:net.ipv6.conf.all.accept_redirects = 0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","10490","Red Hat Enterprise Linux 7.x","Status of the 'net.ipv6.conf.all.accept_redirects' setting within the '/etc/sysctl.conf' file","MEDIUM","2","The 'net.ipv6.conf.all.accept_redirects' network parameter accepts all ICMP redirects of network traffic.  As there are several well known spoofing, cache poisoning, and man-in-the-middle exploits, the configuration of the 'net.ipv6.conf.all.accept_redirects' network parameter should be done according to the needs of the business.","Passed",,"0","The following List String value(s) <B>X</B> indicate the current status of the <B>net.ipv6.conf.all.accept_redirects</B> setting defined within the <B>/etc/sysctl.conf</B> file.

======Expected Value(s)======

Setting not found
------------ OR ------------
File not found
------------ OR ------------
matches regular expression list
^\s*0\s*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
0

======Extended Evidence======:
Row 1:File name,Setting,Value
Row 2:/etc/sysctl.conf,net.ipv6.conf.all.accept_redirects,0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
"10.10.50.6","audit-test.home.private","'-","AGENT","Red Hat Enterprise Linux Server 7.9","Global Default Network","03/25/2022 at 01:09:43 (GMT-0700)","03/25/2022 at 01:13:03 (GMT-0700)","12805","Red Hat Enterprise Linux 7.x","Status of the 'net.ipv6.conf.all.accept_redirects' network parameter configured under '/etc/sysctl.d/', '/run/sysctl.d/' or '/usr/lib/sysctl.d/' directories","SERIOUS","3","The 'net.ipv6.conf.all.accept_redirects' network parameter setting can be used to reject the ICMP redirect messages. ICMP redirect messages are used by routers to inform hosts that a more direct route exists for a particular destination. These messages modify the host's route table and are unauthenticated. An illicit ICMP redirect message could result in a man-in-the-middle attack. This value should be set appropriately set as per the needs of the business.","Passed",,"0","The following List String value(s) <b>X</b> indicates the current status of <b>net.ipv6.conf.all.accept_redirects</b> setting configured for sysctl on the host. This includes all the <b>.conf</b> files under <b>/etc/sysctl.d/, /run/sysctl.d/ and /usr/lib/sysctl.d/</b> directories. The return value consists of filename, setting name and value set for the setting.

======Expected Value(s)======

Setting Not Found
------------ OR ------------
matches regular expression list
^[^:]+:\s*net.ipv6.conf.all.accept_redirects\s*=\s*0\s*$

======Current Value(s) - Last updated: 03/25/2022 at 01:09:43 AM (GMT-0700)======
/etc/sysctl.d/99-sysctl.conf:net.ipv6.conf.all.accept_redirects = 0",,,,,,,,,"726bdae6-9d4e-481d-bc57-5fffd87b0157"
